MSZoning,LotFrontage,LotArea,Street,LotShape,Utilities,Neighborhood,Condition1,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,ExterCond,Foundation,BsmtCond,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PoolArea,SaleType,SaleCondition,SalePrice
RL,54,6342,Pave,Reg,AllPub,Sawyer,Feedr,1Fam,1.5Fin,8,1875,1996,Gable,CompShg,VinylSd,None,Gd,CBlock,TA,780,GasA,Gd,N,SBrkr,1,2,1,TA,6,Typ,0,NA,NA,NA,0,0,NA,0,WD,Normal,94000
RL,NA,9819,Pave,IR1,AllPub,Mitchel,Norm,1Fam,1Story,5,1977,1977,Gable,CompShg,Plywood,None,TA,PConc,TA,1567,GasA,TA,Y,SBrkr,2,2,1,Gd,5,Typ,2,Attchd,1977,RFn,2,714,TA,0,WD,Normal,196000
RL,98,8731,Pave,IR1,AllPub,BrkSide,Norm,1Fam,1Story,5,1920,1950,Gable,CompShg,Stucco,None,Fa,BrkTil,TA,915,GasA,TA,Y,SBrkr,1,3,1,TA,6,Maj1,1,Detchd,1972,Unf,2,495,TA,0,WD,Normal,144000
RL,60,7350,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,7,1951,1951,Gable,CompShg,HdBoard,None,TA,CBlock,TA,952,GasA,TA,Y,SBrkr,1,2,1,TA,4,Typ,0,Detchd,1988,Unf,2,840,TA,0,COD,Abnorml,139000
RL,NA,10304,Pave,IR1,AllPub,NWAmes,PosN,1Fam,2Story,7,1976,1976,Gable,CompShg,Plywood,BrkFace,Gd,CBlock,TA,780,GasA,Ex,Y,SBrkr,2,4,1,Gd,9,Typ,1,Attchd,1976,Unf,2,484,TA,0,WD,Normal,197500
RL,77,9965,Pave,Reg,AllPub,CollgCr,Norm,1Fam,2Story,5,2006,2007,Hip,CompShg,VinylSd,Stone,TA,PConc,TA,1466,GasA,Ex,Y,SBrkr,3,4,1,Gd,11,Typ,1,BuiltIn,2006,RFn,3,1052,TA,0,New,Partial,424870
RL,NA,9000,Pave,Reg,AllPub,Sawyer,Norm,1Fam,1Story,3,1959,1959,Gable,CompShg,Wd Sdng,None,TA,CBlock,TA,1006,GasA,TA,Y,SBrkr,1,3,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,0,WD,Normal,80000
RL,60,12180,Pave,Reg,AllPub,Edwards,Norm,2fmCon,1.5Fin,4,1941,1950,Gable,CompShg,MetalSd,None,Fa,BrkTil,TA,672,Grav,Fa,N,FuseA,1,2,1,Fa,5,Typ,0,Detchd,1941,Unf,1,280,TA,0,WD,Normal,80000
RM,52,6240,Pave,Reg,AllPub,BrkSide,Norm,1Fam,1.5Fin,6,1928,1950,Gable,CompShg,MetalSd,None,TA,BrkTil,TA,1042,GasA,Ex,Y,SBrkr,1,3,1,TA,8,Typ,1,Detchd,1928,Unf,1,225,TA,0,WD,Family,149000
RL,NA,11200,Pave,Reg,AllPub,SawyerW,Norm,1Fam,1Story,5,1985,1985,Gable,CompShg,Wd Sdng,BrkFace,TA,CBlock,TA,1298,GasA,TA,Y,SBrkr,2,3,1,Gd,5,Typ,1,Attchd,1985,Unf,2,403,TA,0,WD,Normal,180000
RL,75,12000,Pave,Reg,AllPub,Crawfor,Norm,1Fam,2Story,7,1941,1950,Gable,CompShg,MetalSd,None,TA,CBlock,TA,704,GasA,Ex,Y,SBrkr,1,3,1,Fa,7,Typ,1,Attchd,1941,Unf,1,234,TA,0,WD,Normal,174500
RM,NA,5700,Pave,Reg,AllPub,OldTown,Norm,1Fam,1.5Fin,7,1926,1950,Gable,CompShg,Wd Sdng,None,TA,PConc,TA,572,GasA,TA,Y,SBrkr,1,2,1,TA,5,Typ,1,Detchd,1982,Unf,1,288,TA,0,WD,Normal,116900
RM,50,9000,Pave,Reg,AllPub,OldTown,Artery,1Fam,2Story,9,1920,1988,Hip,CompShg,VinylSd,None,Gd,PConc,TA,650,GasA,Ex,Y,SBrkr,1,3,1,TA,7,Typ,0,Detchd,1930,Unf,2,324,TA,0,WD,Normal,143000
RL,57,8280,Pave,IR1,AllPub,NAmes,Norm,1Fam,1Story,5,1950,1950,Gable,CompShg,BrkFace,None,TA,CBlock,TA,932,GasA,Ex,Y,FuseA,1,2,1,Gd,4,Typ,1,Attchd,1950,Unf,1,306,TA,0,WD,Normal,124000
RL,134,17755,Pave,Reg,AllPub,Edwards,Norm,1Fam,1Story,4,1959,1959,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1466,GasA,TA,Y,SBrkr,1,3,1,Fa,6,Typ,2,Attchd,1959,Fin,2,528,TA,0,WD,Normal,149900
RL,90,14115,Pave,IR1,AllPub,Crawfor,Norm,1Fam,1Story,7,1956,2004,Gable,CompShg,Stone,None,TA,PConc,TA,1073,GasA,Ex,Y,SBrkr,1,2,1,Ex,6,Typ,1,Attchd,1956,Fin,2,470,TA,0,WD,Abnorml,230000
RM,NA,5890,Pave,Reg,AllPub,IDOTRR,Norm,1Fam,1Story,8,1930,2007,Gable,CompShg,Wd Sdng,None,Gd,BrkTil,TA,816,GasA,Ex,Y,SBrkr,1,2,1,TA,5,Typ,0,Detchd,2002,Unf,1,432,TA,0,WD,Normal,120500
RL,NA,13700,Pave,IR1,AllPub,NAmes,Norm,1Fam,2Story,6,1965,1988,Gable,CompShg,VinylSd,Stone,TA,CBlock,TA,864,GasA,TA,Y,SBrkr,1,4,1,Gd,8,Typ,2,Attchd,1965,Unf,2,492,TA,0,WD,Normal,201800
RL,90,10768,Pave,IR1,AllPub,Veenker,Norm,1Fam,1Story,8,1976,2004,Gable,CompShg,Plywood,None,Gd,CBlock,TA,1437,GasA,TA,Y,SBrkr,2,3,1,Gd,6,Typ,1,Attchd,1976,RFn,2,528,TA,0,WD,Normal,218000
RL,85,9350,Pave,Reg,AllPub,NAmes,Norm,1Fam,SLvl,8,1965,1999,Gable,CompShg,BrkFace,None,Gd,PConc,TA,1219,GasA,Gd,Y,SBrkr,2,3,1,Gd,6,Typ,1,Attchd,1965,RFn,2,502,TA,0,WD,Normal,179900
RL,34,5001,Pave,IR1,AllPub,NridgHt,Norm,Twnhs,1Story,5,2007,2008,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,1314,GasA,Ex,Y,SBrkr,2,2,1,Gd,6,Typ,1,Attchd,2008,RFn,2,626,TA,0,WD,Normal,230000
RL,92,11932,Pave,Reg,AllPub,Somerst,Feedr,1Fam,1Story,5,2007,2008,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,1580,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,0,Attchd,2008,RFn,3,830,TA,0,ConLD,Partial,235128
RL,76,9120,Pave,Reg,AllPub,NWAmes,Norm,1Fam,2Story,6,1974,1974,Hip,CompShg,HdBoard,BrkFace,TA,CBlock,TA,901,GasA,TA,Y,SBrkr,2,4,1,Gd,8,Typ,1,Attchd,1974,RFn,2,540,TA,0,WD,Normal,185000
RL,24,2280,Pave,Reg,AllPub,NPkVill,Norm,Twnhs,2Story,5,1978,1978,Gable,CompShg,Plywood,None,TA,CBlock,TA,855,GasA,Fa,Y,SBrkr,2,3,1,TA,7,Typ,1,Attchd,1978,Unf,2,440,TA,0,WD,Normal,146000
RL,NA,14778,Pave,IR1,AllPub,Crawfor,PosN,1Fam,1Story,7,1954,2006,Hip,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1296,GasA,Ex,Y,SBrkr,1,3,1,Gd,7,Typ,1,Detchd,1993,Unf,2,924,TA,0,WD,Normal,224000
RL,109,8724,Pave,Reg,AllPub,Sawyer,Norm,1Fam,1Story,5,1968,1968,Gable,CompShg,VinylSd,None,TA,CBlock,TA,894,GasA,Gd,Y,SBrkr,1,3,1,TA,5,Typ,1,Attchd,1968,Fin,2,450,TA,0,WD,Normal,129000
RL,60,12900,Pave,Reg,AllPub,Sawyer,Feedr,Duplex,SFoyer,4,1969,1969,Gable,CompShg,Plywood,None,TA,CBlock,TA,1198,GasA,TA,Y,SBrkr,0,0,2,TA,6,Typ,0,CarPort,1969,Unf,2,400,TA,0,WD,Alloca,108959
RL,NA,16157,Pave,IR1,AllPub,Veenker,Feedr,1Fam,SLvl,7,1978,1978,Gable,CompShg,Plywood,None,TA,PConc,TA,1360,GasA,Ex,Y,SBrkr,1,2,1,Gd,5,Typ,1,Attchd,1978,Unf,2,588,TA,0,WD,Normal,194000
RL,79,9541,Pave,IR1,AllPub,NridgHt,Norm,1Fam,1Story,5,2009,2009,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,1502,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,0,Attchd,2009,RFn,2,644,TA,0,New,Partial,233170
RL,64,10475,Pave,IR1,AllPub,CollgCr,Norm,1Fam,1Story,5,2008,2008,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,1694,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,0,Attchd,2008,RFn,3,776,TA,0,WD,Normal,245350
RL,58,10852,Pave,IR1,AllPub,Gilbert,RRAn,1Fam,2Story,5,2000,2000,Gable,CompShg,VinylSd,None,TA,PConc,TA,959,GasA,Ex,Y,SBrkr,2,3,1,TA,7,Typ,1,Attchd,2000,Fin,2,472,TA,0,WD,Normal,173000
RL,120,13728,Pave,Reg,AllPub,Edwards,Norm,1Fam,2Story,7,1935,1986,Hip,CompShg,Stucco,None,TA,CBlock,TA,1127,GasA,Ex,Y,SBrkr,2,4,1,Gd,7,Typ,2,Basment,1935,Unf,2,540,TA,0,WD,Normal,235000
RL,118,35760,Pave,IR1,AllPub,NoRidge,Norm,1Fam,2Story,5,1995,1996,Hip,CompShg,HdBoard,BrkFace,Gd,PConc,TA,1930,GasA,Ex,Y,SBrkr,3,4,1,Gd,10,Typ,1,Attchd,1995,Fin,3,807,TA,0,WD,Normal,625000
RL,76,9880,Pave,Reg,AllPub,Mitchel,Norm,1Fam,SLvl,6,1977,1977,Gable,CompShg,Plywood,None,TA,CBlock,TA,1096,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,1,Attchd,1977,Fin,1,358,TA,576,WD,Normal,171000
RL,76,9120,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,6,1958,1958,Hip,CompShg,MetalSd,None,TA,CBlock,TA,1261,GasA,Ex,Y,SBrkr,1,3,1,TA,6,Typ,1,Attchd,1958,RFn,2,433,TA,0,WD,Normal,163000
FV,35,4017,Pave,IR1,AllPub,Somerst,Norm,TwnhsE,2Story,5,2006,2007,Gable,CompShg,MetalSd,None,TA,PConc,TA,625,GasA,Ex,Y,SBrkr,2,2,1,Gd,5,Typ,0,Detchd,2006,Fin,2,625,TA,0,WD,Normal,171900
RL,138,18030,Pave,IR1,AllPub,ClearCr,Norm,1Fam,1.5Fin,6,1946,1994,Gable,CompShg,MetalSd,None,TA,CBlock,TA,1598,GasA,TA,Y,SBrkr,3,3,1,Ex,12,Maj1,1,NA,NA,NA,0,0,NA,0,WD,Normal,200500
RL,80,16560,Pave,IR1,AllPub,Crawfor,Norm,1Fam,2Story,8,1932,1950,Gable,CompShg,Wd Sdng,None,TA,BrkTil,TA,952,GasA,TA,Y,SBrkr,2,4,1,TA,9,Typ,1,Detchd,1932,Unf,2,360,TA,0,WD,Normal,239000
RL,85,10678,Pave,Reg,AllPub,NoRidge,Norm,1Fam,1.5Fin,5,1992,2000,Hip,CompShg,HdBoard,BrkFace,TA,PConc,TA,1683,GasA,Ex,Y,SBrkr,2,4,1,Gd,9,Typ,1,Attchd,1992,Fin,2,541,TA,0,WD,Normal,285000
RL,37,6951,Pave,IR1,AllPub,Mitchel,Norm,1Fam,1Story,5,1984,1985,Gable,CompShg,HdBoard,None,TA,CBlock,TA,876,GasA,TA,Y,SBrkr,1,3,1,TA,5,Typ,0,Attchd,1984,Unf,1,264,TA,0,WD,Normal,119500
RM,NA,3950,Pave,Reg,AllPub,OldTown,Artery,1Fam,1.5Fin,8,1926,2004,Gable,CompShg,MetalSd,None,TA,CBlock,TA,818,GasA,TA,Y,SBrkr,1,3,1,TA,5,Typ,0,Detchd,1926,Unf,1,210,TA,0,WD,Normal,115000
RL,54,7681,Pave,IR1,AllPub,Crawfor,Norm,1Fam,1.5Fin,6,1921,1950,Gable,CompShg,Wd Sdng,None,TA,BrkTil,TA,731,GasA,Ex,Y,SBrkr,1,3,1,TA,7,Typ,1,Detchd,1921,Unf,1,186,TA,0,WD,Normal,154900
RL,77,8335,Pave,Reg,AllPub,Edwards,Norm,1Fam,1Story,5,1954,1954,Gable,CompShg,Wd Sdng,None,TA,Slab,NA,0,GasA,Gd,Y,SBrkr,1,3,1,TA,5,Min2,1,NA,NA,NA,0,0,NA,0,WD,Normal,93000
RL,NA,11170,Pave,IR2,AllPub,Timber,Norm,1Fam,2Story,5,1990,1991,Gable,CompShg,MetalSd,None,TA,Wood,TA,1216,GasA,Ex,Y,SBrkr,2,4,1,TA,8,Typ,0,Attchd,1990,Fin,2,693,TA,0,WD,Normal,250000
RM,64,5587,Pave,IR1,AllPub,Crawfor,Norm,TwnhsE,1Story,5,2008,2008,Hip,CompShg,CemntBd,Stone,TA,PConc,TA,1600,GasA,Ex,Y,SBrkr,2,2,1,Gd,5,Typ,1,Attchd,2008,Fin,2,482,TA,0,New,Partial,392500
RL,160,15623,Pave,IR1,AllPub,NoRidge,Norm,1Fam,2Story,5,1996,1996,Hip,CompShg,Wd Sdng,None,TA,PConc,TA,2396,GasA,Ex,Y,SBrkr,3,4,1,Ex,10,Typ,2,Attchd,1996,Fin,3,813,TA,555,WD,Abnorml,745000
RL,60,10800,Pave,Reg,AllPub,OldTown,Norm,1Fam,1Story,6,1920,1950,Hip,CompShg,Stucco,None,TA,BrkTil,TA,1120,GasA,Ex,Y,SBrkr,1,2,1,TA,5,Typ,1,Detchd,1970,Unf,2,720,TA,0,WD,Normal,120000
RL,50,35133,Grvl,Reg,AllPub,Timber,Norm,1Fam,1Story,4,1963,1963,Hip,CompShg,MetalSd,BrkFace,TA,CBlock,TA,1572,GasA,Gd,Y,SBrkr,1,3,1,TA,5,Typ,2,2Types,1963,RFn,3,995,TA,0,WD,Normal,186700
RL,60,9738,Pave,Reg,AllPub,Edwards,Norm,1Fam,1.5Fin,7,1924,1950,Gable,CompShg,AsbShng,None,Gd,BrkTil,TA,784,GasA,Gd,Y,SBrkr,1,4,1,TA,7,Typ,0,Attchd,1965,Unf,1,392,TA,0,WD,Normal,104900
RL,107,10615,Pave,IR1,AllPub,OldTown,Artery,2fmCon,2Story,5,1900,1970,Gable,CompShg,HdBoard,None,TA,CBlock,TA,978,GasA,TA,Y,SBrkr,2,3,2,TA,7,Typ,0,CarPort,1920,Unf,2,420,Fa,0,WD,Abnorml,95000
RL,89,12461,Pave,Reg,AllPub,NoRidge,Norm,1Fam,1Story,5,1994,1995,Gable,CompShg,ImStucc,None,TA,PConc,TA,1624,GasA,Ex,Y,SBrkr,2,2,1,Gd,5,Typ,1,Attchd,1994,RFn,3,757,TA,0,WD,Normal,262000
RL,68,8935,Pave,IR1,AllPub,CollgCr,Norm,1Fam,2Story,5,2002,2002,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,831,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,0,Attchd,2002,RFn,2,493,TA,0,WD,Normal,195000
RL,60,7500,Pave,Reg,AllPub,Gilbert,Norm,1Fam,2Story,5,1999,1999,Gable,CompShg,VinylSd,None,TA,PConc,TA,994,GasA,Gd,Y,SBrkr,2,3,1,Gd,7,Typ,1,Attchd,1999,Fin,2,442,TA,0,WD,Normal,189000
RL,NA,32463,Pave,Reg,AllPub,Mitchel,Norm,2fmCon,1Story,4,1961,1975,Gable,CompShg,MetalSd,Stone,Gd,CBlock,TA,1249,GasA,Ex,Y,SBrkr,1,3,1,TA,7,Typ,1,2Types,1975,Fin,4,1356,TA,0,WD,Normal,168000
FV,24,2645,Pave,Reg,AllPub,Somerst,Norm,Twnhs,2Story,5,1999,2000,Gable,CompShg,MetalSd,BrkFace,TA,PConc,TA,776,GasA,Ex,Y,SBrkr,2,2,1,Gd,5,Typ,0,Detchd,1999,Unf,2,492,TA,0,WD,Normal,174000
RM,60,9600,Pave,Reg,AllPub,OldTown,Norm,1Fam,1.5Fin,8,1925,1994,Gambrel,CompShg,VinylSd,None,TA,PConc,TA,702,GasA,Gd,Y,SBrkr,1,3,1,Gd,6,Typ,0,Detchd,1925,Unf,1,250,Fa,0,WD,Normal,125000
RM,NA,4500,Pave,Reg,AllPub,Mitchel,Norm,TwnhsE,1Story,5,1999,1999,Hip,CompShg,VinylSd,BrkFace,TA,PConc,TA,1224,GasA,Ex,Y,SBrkr,2,2,1,TA,5,Typ,0,Attchd,1999,Fin,2,402,TA,0,WD,Normal,165000
RL,80,9364,Pave,Reg,AllPub,Sawyer,Norm,1Fam,2Story,7,1969,1969,Gable,CompShg,HdBoard,Stone,TA,CBlock,TA,663,GasA,TA,Y,SBrkr,1,4,1,TA,7,Typ,0,Attchd,1969,Fin,1,299,TA,0,WD,Normal,158000
RL,51,8029,Pave,IR1,AllPub,Gilbert,Norm,1Fam,2Story,5,2005,2005,Gable,CompShg,VinylSd,None,TA,PConc,TA,728,GasA,Ex,Y,SBrkr,2,3,1,Gd,8,Typ,0,Attchd,2005,Fin,2,400,TA,0,WD,Normal,176000
RL,58,14054,Pave,IR1,AllPub,Gilbert,Norm,1Fam,2Story,5,2006,2006,Gable,CompShg,VinylSd,None,TA,PConc,TA,879,GasA,Ex,Y,SBrkr,2,4,1,Gd,9,Typ,1,BuiltIn,2006,Fin,3,660,TA,0,New,Partial,219210
RM,65,8850,Pave,IR1,AllPub,OldTown,Norm,1Fam,2.5Unf,6,1916,1950,Gable,CompShg,MetalSd,None,TA,BrkTil,TA,815,GasA,Ex,Y,SBrkr,1,3,1,TA,7,Typ,1,Detchd,1916,Unf,1,225,TA,0,ConLw,Normal,144000
RL,70,9100,Pave,Reg,AllPub,CollgCr,Norm,1Fam,1Story,5,2001,2001,Gable,CompShg,VinylSd,None,TA,PConc,TA,1212,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,0,Attchd,2001,RFn,2,573,TA,0,WD,Normal,178000
RL,75,11235,Pave,Reg,AllPub,Sawyer,Norm,1Fam,1Story,5,1963,1979,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1051,GasA,Gd,Y,SBrkr,1,3,1,TA,6,Typ,1,Attchd,1974,Unf,2,459,TA,0,WD,Normal,148000
RL,71,9353,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,5,1970,1970,Gable,CompShg,MetalSd,None,TA,CBlock,TA,864,GasA,Gd,Y,SBrkr,1,3,1,TA,5,Typ,0,Attchd,1972,Unf,1,280,TA,0,Oth,Abnorml,116050
RL,80,10400,Pave,Reg,AllPub,CollgCr,Norm,1Fam,2Story,5,1998,1998,Gable,CompShg,VinylSd,None,TA,PConc,TA,866,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,0,Attchd,1998,RFn,2,546,TA,0,WD,Normal,197900
RM,50,6000,Pave,Reg,AllPub,BrkSide,Norm,1Fam,1.5Fin,8,1925,1997,Gable,CompShg,Wd Sdng,None,TA,BrkTil,TA,884,GasA,Ex,Y,SBrkr,1,3,1,TA,5,Typ,1,Detchd,1960,Unf,1,216,TA,0,WD,Normal,117000
RL,75,9750,Pave,Reg,AllPub,CollgCr,Norm,1Fam,1Story,5,2000,2001,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1630,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,1,Attchd,2000,Unf,2,451,TA,0,WD,Normal,213000
RL,78,10140,Pave,Reg,AllPub,NWAmes,Norm,1Fam,1Story,6,1975,1975,Gable,CompShg,HdBoard,None,TA,CBlock,TA,1056,GasA,Ex,Y,SBrkr,1,3,1,TA,6,Typ,0,Attchd,1975,RFn,2,495,TA,0,WD,Normal,153500
RL,90,14684,Pave,IR1,AllPub,SawyerW,Norm,1Fam,1Story,7,1990,1991,Hip,CompShg,HdBoard,BrkFace,TA,CBlock,TA,2158,GasA,Gd,Y,SBrkr,2,3,1,Gd,7,Typ,1,Attchd,1990,RFn,3,701,TA,0,WD,Normal,271900
RH,NA,8900,Pave,Reg,AllPub,SawyerW,Norm,1Fam,1Story,4,1966,1966,Gable,CompShg,HdBoard,None,TA,CBlock,TA,1056,GasA,TA,Y,SBrkr,1,2,1,TA,5,Typ,0,Detchd,1966,Unf,1,384,TA,0,WD,Normal,107000
RL,70,9135,Pave,Reg,AllPub,CollgCr,Norm,1Fam,1Story,5,2003,2003,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1682,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,0,Attchd,2003,RFn,2,544,TA,0,WD,Normal,200000
RL,70,7763,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,7,1962,1980,Gable,CompShg,MetalSd,None,Gd,CBlock,TA,931,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,0,Detchd,1980,Unf,2,506,TA,0,WD,Normal,140000
RL,85,10182,Pave,IR1,AllPub,Somerst,RRNn,1Fam,1Story,5,2006,2006,Hip,CompShg,VinylSd,Stone,TA,PConc,TA,1660,GasA,Ex,Y,SBrkr,2,3,1,Gd,8,Typ,1,Attchd,2006,RFn,2,500,TA,0,New,Partial,290000
RL,70,11218,Pave,Reg,AllPub,SawyerW,Norm,1Fam,2Story,5,1992,1992,Gable,CompShg,Wd Sdng,None,TA,PConc,TA,1055,GasA,Ex,Y,SBrkr,2,3,1,Gd,8,Typ,1,Attchd,1992,RFn,2,462,TA,0,WD,Normal,189000
RL,152,12134,Pave,IR1,AllPub,Gilbert,Norm,1Fam,1.5Fin,7,1988,2005,Gable,CompShg,Wd Sdng,None,TA,Wood,TA,559,GasA,Gd,Y,SBrkr,2,4,1,TA,8,Typ,0,Basment,1988,RFn,2,492,TA,0,WD,Normal,164000
RL,50,9340,Pave,Reg,AllPub,Edwards,Norm,1Fam,1Story,6,1941,1950,Hip,CompShg,MetalSd,None,TA,CBlock,TA,672,GasA,TA,Y,SBrkr,1,2,1,TA,4,Typ,0,Attchd,1941,Unf,1,234,TA,0,WD,Normal,113000
RL,NA,10246,Pave,IR1,AllPub,Sawyer,Norm,1Fam,SLvl,9,1965,2001,Gable,CompShg,VinylSd,None,Gd,CBlock,Gd,648,GasA,Ex,Y,SBrkr,0,0,1,TA,3,Typ,0,Attchd,1965,Unf,1,364,TA,0,WD,Normal,145000
RL,69,10205,Pave,IR1,AllPub,NAmes,Norm,1Fam,SFoyer,5,1962,1962,Gable,CompShg,MetalSd,None,TA,CBlock,TA,925,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,0,Attchd,1962,Unf,1,300,TA,0,WD,Normal,134500
RL,99,7094,Pave,IR1,AllPub,Sawyer,Norm,1Fam,1Story,5,1966,1966,Gable,CompShg,VinylSd,None,TA,CBlock,TA,894,GasA,TA,Y,SBrkr,1,3,1,TA,5,Typ,0,Detchd,1966,RFn,1,384,TA,0,WD,Normal,125000
RM,68,8930,Pave,Reg,AllPub,Sawyer,RRAe,Duplex,1.5Fin,5,1978,1978,Gable,CompShg,VinylSd,None,TA,Slab,NA,0,GasA,TA,Y,SBrkr,2,4,2,TA,8,Typ,0,Attchd,1978,Unf,2,539,TA,0,WD,Normal,112000
FV,72,8640,Pave,Reg,AllPub,Somerst,Norm,1Fam,1Story,5,2009,2009,Gable,CompShg,CemntBd,Stone,TA,PConc,TA,1300,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,0,Attchd,2009,RFn,2,552,TA,0,New,Partial,229456
RM,52,6240,Pave,Reg,AllPub,BrkSide,Norm,1Fam,1.5Fin,5,1947,1950,Gable,CompShg,AsbShng,None,TA,Slab,NA,0,GasA,Gd,N,SBrkr,1,2,1,TA,3,Typ,0,NA,NA,NA,0,0,NA,0,WD,Normal,80500
RM,21,1680,Pave,Reg,AllPub,BrDale,Norm,Twnhs,2Story,5,1971,1971,Gable,CompShg,CemntBd,BrkFace,TA,CBlock,TA,672,GasA,TA,Y,SBrkr,1,3,1,TA,7,Typ,0,NA,NA,NA,0,0,NA,0,WD,Abnorml,91500
RL,66,7800,Pave,IR1,AllPub,NAmes,Norm,1Fam,1Story,5,1964,1964,Gable,CompShg,Wd Sdng,None,TA,CBlock,TA,912,GasA,TA,Y,SBrkr,1,2,1,TA,5,Typ,0,Attchd,1964,Unf,1,288,TA,0,WD,Abnorml,115000
RL,55,8250,Pave,Reg,AllPub,Sawyer,Feedr,1Fam,1Story,5,1968,1968,Hip,CompShg,HdBoard,None,TA,CBlock,TA,952,GasA,Ex,Y,SBrkr,1,3,1,TA,5,Typ,1,Attchd,1968,Unf,1,322,TA,0,WD,Normal,134000
RL,78,10496,Pave,Reg,AllPub,NAmes,Artery,1Fam,1.5Fin,6,1949,1950,Gable,CompShg,Wd Sdng,BrkFace,TA,CBlock,TA,1040,GasA,Ex,Y,SBrkr,2,3,1,TA,7,Typ,1,Attchd,1949,Unf,1,315,TA,0,WD,Normal,143000
RL,89,10680,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,3,1951,1951,Hip,CompShg,Wd Sdng,BrkFace,TA,CBlock,Fa,2136,GasA,TA,N,FuseA,2,4,1,TA,7,Mod,0,Detchd,1951,Unf,2,528,TA,0,WD,Normal,137900
RL,60,15384,Pave,IR1,AllPub,Gilbert,RRAn,1Fam,2Story,5,2004,2005,Gable,CompShg,VinylSd,None,TA,PConc,TA,788,GasA,Ex,Y,SBrkr,2,3,1,Gd,8,Typ,1,Attchd,2004,Fin,2,388,TA,0,WD,Normal,184000
RL,65,10482,Pave,Reg,AllPub,NAmes,Norm,1Fam,SLvl,8,1958,1958,Hip,CompShg,VinylSd,BrkFace,Gd,CBlock,TA,588,GasA,Ex,Y,SBrkr,1,3,1,TA,6,Typ,0,Attchd,1958,RFn,1,264,TA,0,WD,Normal,145000
RL,86,14598,Pave,IR1,AllPub,Somerst,Feedr,1Fam,2Story,5,2007,2007,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,894,GasA,Ex,Y,SBrkr,2,4,1,Gd,9,Typ,1,BuiltIn,2007,Fin,3,668,TA,0,WD,Normal,214000
RL,72,8872,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,8,1965,2008,Gable,CompShg,VinylSd,BrkFace,TA,CBlock,TA,912,GasA,Ex,Y,SBrkr,1,2,1,Gd,5,Typ,0,Detchd,1992,Unf,2,576,TA,0,WD,Normal,147000
RL,65,8769,Pave,Reg,AllPub,NridgHt,Norm,TwnhsE,1Story,5,2008,2008,Hip,CompShg,MetalSd,BrkFace,TA,PConc,TA,1702,GasA,Ex,Y,SBrkr,1,1,1,Ex,7,Typ,1,Attchd,2008,Fin,3,1052,TA,0,New,Partial,367294
RL,70,7910,Pave,Reg,AllPub,NAmes,Norm,1Fam,SLvl,5,1960,1960,Hip,CompShg,BrkFace,None,TA,CBlock,TA,1075,GasA,Gd,Y,SBrkr,2,4,1,TA,7,Maj1,0,Basment,1960,Unf,1,404,TA,0,WD,Normal,127000
RL,NA,18890,Pave,IR1,AllPub,Sawyer,Feedr,Duplex,1.5Fin,5,1977,1977,Shed,CompShg,Plywood,None,TA,CBlock,TA,1361,GasA,Ex,Y,SBrkr,2,4,2,TA,12,Typ,1,BuiltIn,1977,RFn,2,600,TA,0,WD,Normal,190000
